"Nq" "wavelength" "ext" "cd"
90 417 "cross-section" "dichroism"
90 418 "cross-section" "dichroism"
90 419 "cross-section" "dichroism"
90 420 "cross-section" "dichroism"
90 421 "cross-section" "dichroism"
90 422 "cross-section" "dichroism"
90 423 "cross-section" "dichroism"
90 424 "cross-section" "dichroism"
90 425 "cross-section" "dichroism"
90 426 "cross-section" "dichroism"
90 427 "cross-section" "dichroism"
90 428 "cross-section" "dichroism"
90 429 "cross-section" "dichroism"
90 430 "cross-section" "dichroism"
90 431 "cross-section" "dichroism"
90 432 "cross-section" "dichroism"
90 433 "cross-section" "dichroism"
90 434 "cross-section" "dichroism"
90 435 "cross-section" "dichroism"
90 436 "cross-section" "dichroism"
90 437 "cross-section" "dichroism"
90 438 "cross-section" "dichroism"
90 439 "cross-section" "dichroism"
90 440 "cross-section" "dichroism"
90 441 "cross-section" "dichroism"
90 442 "cross-section" "dichroism"
90 443 "cross-section" "dichroism"
90 444 "cross-section" "dichroism"
90 445 "cross-section" "dichroism"
90 446 "cross-section" "dichroism"
90 447 "cross-section" "dichroism"
90 448 "cross-section" "dichroism"
90 449 "cross-section" "dichroism"
90 450 "cross-section" "dichroism"
90 451 "cross-section" "dichroism"
90 452 "cross-section" "dichroism"
90 453 "cross-section" "dichroism"
90 454 "cross-section" "dichroism"
90 455 "cross-section" "dichroism"
90 456 "cross-section" "dichroism"
90 457 "cross-section" "dichroism"
90 458 "cross-section" "dichroism"
90 459 "cross-section" "dichroism"
90 460 "cross-section" "dichroism"
90 461 "cross-section" "dichroism"
90 462 "cross-section" "dichroism"
90 463 "cross-section" "dichroism"
90 464 "cross-section" "dichroism"
90 465 "cross-section" "dichroism"
90 466 "cross-section" "dichroism"
90 467 "cross-section" "dichroism"
90 468 "cross-section" "dichroism"
90 469 "cross-section" "dichroism"
90 470 "cross-section" "dichroism"
90 471 "cross-section" "dichroism"
90 472 "cross-section" "dichroism"
90 473 "cross-section" "dichroism"
90 474 "cross-section" "dichroism"
90 475 "cross-section" "dichroism"
90 476 "cross-section" "dichroism"
90 477 "cross-section" "dichroism"
90 478 "cross-section" "dichroism"
90 479 "cross-section" "dichroism"
90 480 "cross-section" "dichroism"
90 481 "cross-section" "dichroism"
90 482 "cross-section" "dichroism"
90 483 "cross-section" "dichroism"
90 484 "cross-section" "dichroism"
90 485 "cross-section" "dichroism"
90 486 "cross-section" "dichroism"
90 487 "cross-section" "dichroism"
90 488 "cross-section" "dichroism"
90 489 "cross-section" "dichroism"
90 490 "cross-section" "dichroism"
90 491 "cross-section" "dichroism"
90 492 "cross-section" "dichroism"
90 493 "cross-section" "dichroism"
90 494 "cross-section" "dichroism"
90 495 "cross-section" "dichroism"
90 496 "cross-section" "dichroism"
90 497 "cross-section" "dichroism"
90 498 "cross-section" "dichroism"
90 499 "cross-section" "dichroism"
90 500 "cross-section" "dichroism"
90 501 "cross-section" "dichroism"
90 502 "cross-section" "dichroism"
90 503 "cross-section" "dichroism"
90 504 "cross-section" "dichroism"
90 505 "cross-section" "dichroism"
90 506 "cross-section" "dichroism"
90 507 "cross-section" "dichroism"
90 508 "cross-section" "dichroism"
90 509 "cross-section" "dichroism"
90 510 "cross-section" "dichroism"
90 511 "cross-section" "dichroism"
90 512 "cross-section" "dichroism"
90 513 "cross-section" "dichroism"
90 514 "cross-section" "dichroism"
90 515 "cross-section" "dichroism"
90 516 "cross-section" "dichroism"
90 517 "cross-section" "dichroism"
90 518 "cross-section" "dichroism"
90 519 "cross-section" "dichroism"
90 520 "cross-section" "dichroism"
90 521 "cross-section" "dichroism"
90 522 "cross-section" "dichroism"
90 523 "cross-section" "dichroism"
90 524 "cross-section" "dichroism"
90 525 "cross-section" "dichroism"
90 526 "cross-section" "dichroism"
90 527 "cross-section" "dichroism"
90 528 "cross-section" "dichroism"
90 529 "cross-section" "dichroism"
90 530 "cross-section" "dichroism"
90 531 "cross-section" "dichroism"
90 532 "cross-section" "dichroism"
90 533 "cross-section" "dichroism"
90 534 "cross-section" "dichroism"
90 535 "cross-section" "dichroism"
90 536 "cross-section" "dichroism"
90 537 "cross-section" "dichroism"
90 538 "cross-section" "dichroism"
90 539 "cross-section" "dichroism"
90 540 "cross-section" "dichroism"
90 541 "cross-section" "dichroism"
90 542 "cross-section" "dichroism"
90 543 "cross-section" "dichroism"
90 544 "cross-section" "dichroism"
90 545 "cross-section" "dichroism"
90 546 "cross-section" "dichroism"
90 547 "cross-section" "dichroism"
90 548 "cross-section" "dichroism"
90 549 "cross-section" "dichroism"
90 550 "cross-section" "dichroism"
90 551 "cross-section" "dichroism"
90 552 "cross-section" "dichroism"
90 553 "cross-section" "dichroism"
90 554 "cross-section" "dichroism"
90 555 "cross-section" "dichroism"
90 556 "cross-section" "dichroism"
90 557 "cross-section" "dichroism"
90 558 "cross-section" "dichroism"
90 559 "cross-section" "dichroism"
90 560 "cross-section" "dichroism"
90 561 "cross-section" "dichroism"
90 562 "cross-section" "dichroism"
90 563 "cross-section" "dichroism"
90 564 "cross-section" "dichroism"
90 565 "cross-section" "dichroism"
90 566 "cross-section" "dichroism"
90 567 "cross-section" "dichroism"
90 568 "cross-section" "dichroism"
90 569 "cross-section" "dichroism"
90 570 "cross-section" "dichroism"
90 571 "cross-section" "dichroism"
90 572 "cross-section" "dichroism"
90 573 "cross-section" "dichroism"
90 574 "cross-section" "dichroism"
90 575 "cross-section" "dichroism"
90 576 "cross-section" "dichroism"
90 577 "cross-section" "dichroism"
90 578 "cross-section" "dichroism"
90 579 "cross-section" "dichroism"
90 580 "cross-section" "dichroism"
90 581 "cross-section" "dichroism"
90 582 "cross-section" "dichroism"
90 583 "cross-section" "dichroism"
90 584 "cross-section" "dichroism"
90 585 "cross-section" "dichroism"
90 586 "cross-section" "dichroism"
90 587 "cross-section" "dichroism"
90 588 "cross-section" "dichroism"
90 589 "cross-section" "dichroism"
90 590 "cross-section" "dichroism"
90 591 "cross-section" "dichroism"
90 592 "cross-section" "dichroism"
90 593 "cross-section" "dichroism"
90 594 "cross-section" "dichroism"
90 595 "cross-section" "dichroism"
90 596 "cross-section" "dichroism"
90 597 "cross-section" "dichroism"
90 598 "cross-section" "dichroism"
90 599 "cross-section" "dichroism"
90 600 "cross-section" "dichroism"
90 601 "cross-section" "dichroism"
90 602 "cross-section" "dichroism"
90 603 "cross-section" "dichroism"
90 604 "cross-section" "dichroism"
90 605 "cross-section" "dichroism"
90 606 "cross-section" "dichroism"
90 607 "cross-section" "dichroism"
90 608 "cross-section" "dichroism"
90 609 "cross-section" "dichroism"
90 610 "cross-section" "dichroism"
90 611 "cross-section" "dichroism"
90 612 "cross-section" "dichroism"
90 613 "cross-section" "dichroism"
90 614 "cross-section" "dichroism"
90 615 "cross-section" "dichroism"
90 616 "cross-section" "dichroism"
90 617 "cross-section" "dichroism"
90 618 "cross-section" "dichroism"
90 619 "cross-section" "dichroism"
90 620 "cross-section" "dichroism"
90 621 "cross-section" "dichroism"
90 622 "cross-section" "dichroism"
90 623 "cross-section" "dichroism"
90 624 "cross-section" "dichroism"
90 625 "cross-section" "dichroism"
90 626 "cross-section" "dichroism"
90 627 "cross-section" "dichroism"
90 628 "cross-section" "dichroism"
90 629 "cross-section" "dichroism"
90 630 "cross-section" "dichroism"
90 631 "cross-section" "dichroism"
90 632 "cross-section" "dichroism"
90 633 "cross-section" "dichroism"
90 634 "cross-section" "dichroism"
90 635 "cross-section" "dichroism"
90 636 "cross-section" "dichroism"
90 637 "cross-section" "dichroism"
90 638 "cross-section" "dichroism"
90 639 "cross-section" "dichroism"
90 640 "cross-section" "dichroism"
90 641 "cross-section" "dichroism"
90 642 "cross-section" "dichroism"
90 643 "cross-section" "dichroism"
90 644 "cross-section" "dichroism"
90 645 "cross-section" "dichroism"
90 646 "cross-section" "dichroism"
90 647 "cross-section" "dichroism"
90 648 "cross-section" "dichroism"
90 649 "cross-section" "dichroism"
90 650 "cross-section" "dichroism"
90 651 "cross-section" "dichroism"
90 652 "cross-section" "dichroism"
90 653 "cross-section" "dichroism"
90 654 "cross-section" "dichroism"
90 655 "cross-section" "dichroism"
90 656 "cross-section" "dichroism"
90 657 "cross-section" "dichroism"
90 658 "cross-section" "dichroism"
90 659 "cross-section" "dichroism"
90 660 "cross-section" "dichroism"
90 661 "cross-section" "dichroism"
90 662 "cross-section" "dichroism"
90 663 "cross-section" "dichroism"
90 664 "cross-section" "dichroism"
90 665 "cross-section" "dichroism"
90 666 "cross-section" "dichroism"
90 667 "cross-section" "dichroism"
90 668 "cross-section" "dichroism"
90 669 "cross-section" "dichroism"
90 670 "cross-section" "dichroism"
90 671 "cross-section" "dichroism"
90 672 "cross-section" "dichroism"
90 673 "cross-section" "dichroism"
90 674 "cross-section" "dichroism"
90 675 "cross-section" "dichroism"
90 676 "cross-section" "dichroism"
90 677 "cross-section" "dichroism"
90 678 "cross-section" "dichroism"
90 679 "cross-section" "dichroism"
90 680 "cross-section" "dichroism"
90 681 "cross-section" "dichroism"
90 682 "cross-section" "dichroism"
90 683 "cross-section" "dichroism"
90 684 "cross-section" "dichroism"
90 685 "cross-section" "dichroism"
90 686 "cross-section" "dichroism"
90 687 "cross-section" "dichroism"
90 688 "cross-section" "dichroism"
90 689 "cross-section" "dichroism"
90 690 "cross-section" "dichroism"
90 691 "cross-section" "dichroism"
90 692 "cross-section" "dichroism"
90 693 "cross-section" "dichroism"
90 694 "cross-section" "dichroism"
90 695 "cross-section" "dichroism"
90 696 "cross-section" "dichroism"
90 697 "cross-section" "dichroism"
90 698 "cross-section" "dichroism"
90 699 "cross-section" "dichroism"
90 700 "cross-section" "dichroism"
90 701 "cross-section" "dichroism"
90 702 "cross-section" "dichroism"
90 703 "cross-section" "dichroism"
90 704 "cross-section" "dichroism"
90 705 "cross-section" "dichroism"
90 706 "cross-section" "dichroism"
90 707 "cross-section" "dichroism"
90 708 "cross-section" "dichroism"
90 709 "cross-section" "dichroism"
90 710 "cross-section" "dichroism"
90 711 "cross-section" "dichroism"
90 712 "cross-section" "dichroism"
90 713 "cross-section" "dichroism"
90 714 "cross-section" "dichroism"
90 715 "cross-section" "dichroism"
90 716 "cross-section" "dichroism"
90 717 "cross-section" "dichroism"
90 718 "cross-section" "dichroism"
90 719 "cross-section" "dichroism"
90 720 "cross-section" "dichroism"
90 721 "cross-section" "dichroism"
90 722 "cross-section" "dichroism"
90 723 "cross-section" "dichroism"
90 724 "cross-section" "dichroism"
90 725 "cross-section" "dichroism"
90 726 "cross-section" "dichroism"
90 727 "cross-section" "dichroism"
90 728 "cross-section" "dichroism"
90 729 "cross-section" "dichroism"
90 730 "cross-section" "dichroism"
90 731 "cross-section" "dichroism"
90 732 "cross-section" "dichroism"
90 733 "cross-section" "dichroism"
90 734 "cross-section" "dichroism"
90 735 "cross-section" "dichroism"
90 736 "cross-section" "dichroism"
90 737 "cross-section" "dichroism"
90 738 "cross-section" "dichroism"
90 739 "cross-section" "dichroism"
90 740 "cross-section" "dichroism"
90 741 "cross-section" "dichroism"
90 742 "cross-section" "dichroism"
90 743 "cross-section" "dichroism"
90 744 "cross-section" "dichroism"
90 745 "cross-section" "dichroism"
90 746 "cross-section" "dichroism"
90 747 "cross-section" "dichroism"
90 748 "cross-section" "dichroism"
90 749 "cross-section" "dichroism"
90 750 "cross-section" "dichroism"
90 751 "cross-section" "dichroism"
90 752 "cross-section" "dichroism"
90 753 "cross-section" "dichroism"
90 754 "cross-section" "dichroism"
90 755 "cross-section" "dichroism"
90 756 "cross-section" "dichroism"
90 757 "cross-section" "dichroism"
90 758 "cross-section" "dichroism"
90 759 "cross-section" "dichroism"
90 760 "cross-section" "dichroism"
90 761 "cross-section" "dichroism"
90 762 "cross-section" "dichroism"
90 763 "cross-section" "dichroism"
90 764 "cross-section" "dichroism"
90 765 "cross-section" "dichroism"
90 766 "cross-section" "dichroism"
90 767 "cross-section" "dichroism"
90 768 "cross-section" "dichroism"
90 769 "cross-section" "dichroism"
90 770 "cross-section" "dichroism"
90 771 "cross-section" "dichroism"
90 772 "cross-section" "dichroism"
90 773 "cross-section" "dichroism"
90 774 "cross-section" "dichroism"
90 775 "cross-section" "dichroism"
90 776 "cross-section" "dichroism"
90 777 "cross-section" "dichroism"
90 778 "cross-section" "dichroism"
90 779 "cross-section" "dichroism"
90 780 "cross-section" "dichroism"
90 781 "cross-section" "dichroism"
90 782 "cross-section" "dichroism"
90 783 "cross-section" "dichroism"
90 784 "cross-section" "dichroism"
90 785 "cross-section" "dichroism"
90 786 "cross-section" "dichroism"
90 787 "cross-section" "dichroism"
90 788 "cross-section" "dichroism"
90 789 "cross-section" "dichroism"
90 790 "cross-section" "dichroism"
90 791 "cross-section" "dichroism"
90 792 "cross-section" "dichroism"
90 793 "cross-section" "dichroism"
90 794 "cross-section" "dichroism"
90 795 "cross-section" "dichroism"
90 796 "cross-section" "dichroism"
90 797 "cross-section" "dichroism"
90 798 "cross-section" "dichroism"
90 799 "cross-section" "dichroism"
90 800 "cross-section" "dichroism"
110 400 "cross-section" "dichroism"
110 401 "cross-section" "dichroism"
110 402 "cross-section" "dichroism"
110 403 "cross-section" "dichroism"
110 404 "cross-section" "dichroism"
110 405 "cross-section" "dichroism"
110 406 "cross-section" "dichroism"
110 407 "cross-section" "dichroism"
110 408 "cross-section" "dichroism"
110 409 "cross-section" "dichroism"
110 410 "cross-section" "dichroism"
110 411 "cross-section" "dichroism"
110 412 "cross-section" "dichroism"
110 413 "cross-section" "dichroism"
110 414 "cross-section" "dichroism"
110 415 "cross-section" "dichroism"
110 416 "cross-section" "dichroism"
110 417 "cross-section" "dichroism"
110 418 "cross-section" "dichroism"
110 419 "cross-section" "dichroism"
110 420 "cross-section" "dichroism"
110 421 "cross-section" "dichroism"
110 422 "cross-section" "dichroism"
110 423 "cross-section" "dichroism"
110 424 "cross-section" "dichroism"
110 425 "cross-section" "dichroism"
110 426 "cross-section" "dichroism"
110 427 "cross-section" "dichroism"
110 428 "cross-section" "dichroism"
110 429 "cross-section" "dichroism"
110 430 "cross-section" "dichroism"
110 431 "cross-section" "dichroism"
110 432 "cross-section" "dichroism"
110 433 "cross-section" "dichroism"
110 434 "cross-section" "dichroism"
110 435 "cross-section" "dichroism"
110 436 "cross-section" "dichroism"
110 437 "cross-section" "dichroism"
110 438 "cross-section" "dichroism"
110 439 "cross-section" "dichroism"
110 440 "cross-section" "dichroism"
110 441 "cross-section" "dichroism"
110 442 "cross-section" "dichroism"
110 443 "cross-section" "dichroism"
110 444 "cross-section" "dichroism"
110 445 "cross-section" "dichroism"
110 446 "cross-section" "dichroism"
110 447 "cross-section" "dichroism"
110 448 "cross-section" "dichroism"
110 449 "cross-section" "dichroism"
110 450 "cross-section" "dichroism"
110 451 "cross-section" "dichroism"
110 452 "cross-section" "dichroism"
110 453 "cross-section" "dichroism"
110 454 "cross-section" "dichroism"
110 455 "cross-section" "dichroism"
110 456 "cross-section" "dichroism"
110 457 "cross-section" "dichroism"
110 458 "cross-section" "dichroism"
110 459 "cross-section" "dichroism"
110 460 "cross-section" "dichroism"
110 461 "cross-section" "dichroism"
110 462 "cross-section" "dichroism"
110 463 "cross-section" "dichroism"
110 464 "cross-section" "dichroism"
110 465 "cross-section" "dichroism"
110 466 "cross-section" "dichroism"
110 467 "cross-section" "dichroism"
110 468 "cross-section" "dichroism"
110 469 "cross-section" "dichroism"
110 470 "cross-section" "dichroism"
110 471 "cross-section" "dichroism"
110 472 "cross-section" "dichroism"
110 473 "cross-section" "dichroism"
110 474 "cross-section" "dichroism"
110 475 "cross-section" "dichroism"
110 476 "cross-section" "dichroism"
110 477 "cross-section" "dichroism"
110 478 "cross-section" "dichroism"
110 479 "cross-section" "dichroism"
110 480 "cross-section" "dichroism"
110 481 "cross-section" "dichroism"
110 482 "cross-section" "dichroism"
110 483 "cross-section" "dichroism"
110 484 "cross-section" "dichroism"
110 485 "cross-section" "dichroism"
110 486 "cross-section" "dichroism"
110 487 "cross-section" "dichroism"
110 488 "cross-section" "dichroism"
110 489 "cross-section" "dichroism"
110 490 "cross-section" "dichroism"
110 491 "cross-section" "dichroism"
110 492 "cross-section" "dichroism"
110 493 "cross-section" "dichroism"
110 494 "cross-section" "dichroism"
110 495 "cross-section" "dichroism"
110 496 "cross-section" "dichroism"
110 497 "cross-section" "dichroism"
110 498 "cross-section" "dichroism"
110 499 "cross-section" "dichroism"
110 500 "cross-section" "dichroism"
110 501 "cross-section" "dichroism"
110 502 "cross-section" "dichroism"
110 503 "cross-section" "dichroism"
110 504 "cross-section" "dichroism"
110 505 "cross-section" "dichroism"
110 506 "cross-section" "dichroism"
110 507 "cross-section" "dichroism"
110 508 "cross-section" "dichroism"
110 509 "cross-section" "dichroism"
110 510 "cross-section" "dichroism"
110 511 "cross-section" "dichroism"
110 512 "cross-section" "dichroism"
110 513 "cross-section" "dichroism"
110 514 "cross-section" "dichroism"
110 515 "cross-section" "dichroism"
110 516 "cross-section" "dichroism"
110 517 "cross-section" "dichroism"
110 518 "cross-section" "dichroism"
110 519 "cross-section" "dichroism"
110 520 "cross-section" "dichroism"
110 521 "cross-section" "dichroism"
110 522 "cross-section" "dichroism"
110 523 "cross-section" "dichroism"
110 524 "cross-section" "dichroism"
110 525 "cross-section" "dichroism"
110 526 "cross-section" "dichroism"
110 527 "cross-section" "dichroism"
110 528 "cross-section" "dichroism"
110 529 "cross-section" "dichroism"
110 530 "cross-section" "dichroism"
110 531 "cross-section" "dichroism"
110 532 "cross-section" "dichroism"
110 533 "cross-section" "dichroism"
110 534 "cross-section" "dichroism"
110 535 "cross-section" "dichroism"
110 536 "cross-section" "dichroism"
110 537 "cross-section" "dichroism"
110 538 "cross-section" "dichroism"
110 539 "cross-section" "dichroism"
110 540 "cross-section" "dichroism"
110 541 "cross-section" "dichroism"
110 542 "cross-section" "dichroism"
110 543 "cross-section" "dichroism"
110 544 "cross-section" "dichroism"
110 545 "cross-section" "dichroism"
110 546 "cross-section" "dichroism"
110 547 "cross-section" "dichroism"
110 548 "cross-section" "dichroism"
110 549 "cross-section" "dichroism"
110 550 "cross-section" "dichroism"
110 551 "cross-section" "dichroism"
110 552 "cross-section" "dichroism"
110 553 "cross-section" "dichroism"
110 554 "cross-section" "dichroism"
110 555 "cross-section" "dichroism"
110 556 "cross-section" "dichroism"
110 557 "cross-section" "dichroism"
110 558 "cross-section" "dichroism"
110 559 "cross-section" "dichroism"
110 560 "cross-section" "dichroism"
110 561 "cross-section" "dichroism"
110 562 "cross-section" "dichroism"
110 563 "cross-section" "dichroism"
110 564 "cross-section" "dichroism"
110 565 "cross-section" "dichroism"
110 566 "cross-section" "dichroism"
110 567 "cross-section" "dichroism"
110 568 "cross-section" "dichroism"
110 569 "cross-section" "dichroism"
110 570 "cross-section" "dichroism"
110 571 "cross-section" "dichroism"
110 572 "cross-section" "dichroism"
110 573 "cross-section" "dichroism"
110 574 "cross-section" "dichroism"
110 575 "cross-section" "dichroism"
110 576 "cross-section" "dichroism"
110 577 "cross-section" "dichroism"
110 578 "cross-section" "dichroism"
110 579 "cross-section" "dichroism"
110 580 "cross-section" "dichroism"
110 581 "cross-section" "dichroism"
110 582 "cross-section" "dichroism"
110 583 "cross-section" "dichroism"
110 584 "cross-section" "dichroism"
110 585 "cross-section" "dichroism"
110 586 "cross-section" "dichroism"
110 587 "cross-section" "dichroism"
110 588 "cross-section" "dichroism"
110 589 "cross-section" "dichroism"
110 590 "cross-section" "dichroism"
110 591 "cross-section" "dichroism"
110 592 "cross-section" "dichroism"
110 593 "cross-section" "dichroism"
110 594 "cross-section" "dichroism"
110 595 "cross-section" "dichroism"
110 596 "cross-section" "dichroism"
110 597 "cross-section" "dichroism"
110 598 "cross-section" "dichroism"
110 599 "cross-section" "dichroism"
110 600 "cross-section" "dichroism"
110 601 "cross-section" "dichroism"
110 602 "cross-section" "dichroism"
110 603 "cross-section" "dichroism"
110 604 "cross-section" "dichroism"
110 605 "cross-section" "dichroism"
110 606 "cross-section" "dichroism"
110 607 "cross-section" "dichroism"
110 608 "cross-section" "dichroism"
110 609 "cross-section" "dichroism"
110 610 "cross-section" "dichroism"
110 611 "cross-section" "dichroism"
110 612 "cross-section" "dichroism"
110 613 "cross-section" "dichroism"
110 614 "cross-section" "dichroism"
110 615 "cross-section" "dichroism"
110 616 "cross-section" "dichroism"
110 617 "cross-section" "dichroism"
110 618 "cross-section" "dichroism"
110 619 "cross-section" "dichroism"
110 620 "cross-section" "dichroism"
110 621 "cross-section" "dichroism"
110 622 "cross-section" "dichroism"
110 623 "cross-section" "dichroism"
110 624 "cross-section" "dichroism"
110 625 "cross-section" "dichroism"
110 626 "cross-section" "dichroism"
110 627 "cross-section" "dichroism"
110 628 "cross-section" "dichroism"
110 629 "cross-section" "dichroism"
110 630 "cross-section" "dichroism"
110 631 "cross-section" "dichroism"
110 632 "cross-section" "dichroism"
110 633 "cross-section" "dichroism"
110 634 "cross-section" "dichroism"
110 635 "cross-section" "dichroism"
110 636 "cross-section" "dichroism"
110 637 "cross-section" "dichroism"
110 638 "cross-section" "dichroism"
110 639 "cross-section" "dichroism"
110 640 "cross-section" "dichroism"
110 641 "cross-section" "dichroism"
110 642 "cross-section" "dichroism"
110 643 "cross-section" "dichroism"
110 644 "cross-section" "dichroism"
110 645 "cross-section" "dichroism"
110 646 "cross-section" "dichroism"
110 647 "cross-section" "dichroism"
110 648 "cross-section" "dichroism"
110 649 "cross-section" "dichroism"
110 650 "cross-section" "dichroism"
110 651 "cross-section" "dichroism"
110 652 "cross-section" "dichroism"
110 653 "cross-section" "dichroism"
110 654 "cross-section" "dichroism"
110 655 "cross-section" "dichroism"
110 656 "cross-section" "dichroism"
110 657 "cross-section" "dichroism"
110 658 "cross-section" "dichroism"
110 659 "cross-section" "dichroism"
110 660 "cross-section" "dichroism"
110 661 "cross-section" "dichroism"
110 662 "cross-section" "dichroism"
110 663 "cross-section" "dichroism"
110 664 "cross-section" "dichroism"
110 665 "cross-section" "dichroism"
110 666 "cross-section" "dichroism"
110 667 "cross-section" "dichroism"
110 668 "cross-section" "dichroism"
110 669 "cross-section" "dichroism"
110 670 "cross-section" "dichroism"
110 671 "cross-section" "dichroism"
110 672 "cross-section" "dichroism"
110 673 "cross-section" "dichroism"
110 674 "cross-section" "dichroism"
110 675 "cross-section" "dichroism"
110 676 "cross-section" "dichroism"
110 677 "cross-section" "dichroism"
110 678 "cross-section" "dichroism"
110 679 "cross-section" "dichroism"
110 680 "cross-section" "dichroism"
110 681 "cross-section" "dichroism"
110 682 "cross-section" "dichroism"
110 683 "cross-section" "dichroism"
110 684 "cross-section" "dichroism"
110 685 "cross-section" "dichroism"
110 686 "cross-section" "dichroism"
110 687 "cross-section" "dichroism"
110 688 "cross-section" "dichroism"
110 689 "cross-section" "dichroism"
110 690 "cross-section" "dichroism"
110 691 "cross-section" "dichroism"
110 692 "cross-section" "dichroism"
110 693 "cross-section" "dichroism"
110 694 "cross-section" "dichroism"
110 695 "cross-section" "dichroism"
110 696 "cross-section" "dichroism"
110 697 "cross-section" "dichroism"
110 698 "cross-section" "dichroism"
110 699 "cross-section" "dichroism"
110 700 "cross-section" "dichroism"
110 701 "cross-section" "dichroism"
110 702 "cross-section" "dichroism"
110 703 "cross-section" "dichroism"
110 704 "cross-section" "dichroism"
110 705 "cross-section" "dichroism"
110 706 "cross-section" "dichroism"
110 707 "cross-section" "dichroism"
110 708 "cross-section" "dichroism"
110 709 "cross-section" "dichroism"
110 710 "cross-section" "dichroism"
110 711 "cross-section" "dichroism"
110 712 "cross-section" "dichroism"
110 713 "cross-section" "dichroism"
110 714 "cross-section" "dichroism"
110 715 "cross-section" "dichroism"
110 716 "cross-section" "dichroism"
110 717 "cross-section" "dichroism"
110 718 "cross-section" "dichroism"
110 719 "cross-section" "dichroism"
110 720 "cross-section" "dichroism"
110 721 "cross-section" "dichroism"
110 722 "cross-section" "dichroism"
110 723 "cross-section" "dichroism"
110 724 "cross-section" "dichroism"
110 725 "cross-section" "dichroism"
110 726 "cross-section" "dichroism"
110 727 "cross-section" "dichroism"
110 728 "cross-section" "dichroism"
110 729 "cross-section" "dichroism"
110 730 "cross-section" "dichroism"
110 731 "cross-section" "dichroism"
110 732 "cross-section" "dichroism"
110 733 "cross-section" "dichroism"
110 734 "cross-section" "dichroism"
110 735 "cross-section" "dichroism"
110 736 "cross-section" "dichroism"
110 737 "cross-section" "dichroism"
110 738 "cross-section" "dichroism"
110 739 "cross-section" "dichroism"
110 740 "cross-section" "dichroism"
110 741 "cross-section" "dichroism"
110 742 "cross-section" "dichroism"
110 743 "cross-section" "dichroism"
110 744 "cross-section" "dichroism"
110 745 "cross-section" "dichroism"
110 746 "cross-section" "dichroism"
110 747 "cross-section" "dichroism"
110 748 "cross-section" "dichroism"
110 749 "cross-section" "dichroism"
110 750 "cross-section" "dichroism"
110 751 "cross-section" "dichroism"
110 752 "cross-section" "dichroism"
110 753 "cross-section" "dichroism"
110 754 "cross-section" "dichroism"
110 755 "cross-section" "dichroism"
110 756 "cross-section" "dichroism"
110 757 "cross-section" "dichroism"
110 758 "cross-section" "dichroism"
110 759 "cross-section" "dichroism"
110 760 "cross-section" "dichroism"
110 761 "cross-section" "dichroism"
110 762 "cross-section" "dichroism"
110 763 "cross-section" "dichroism"
110 764 "cross-section" "dichroism"
110 765 "cross-section" "dichroism"
110 766 "cross-section" "dichroism"
110 767 "cross-section" "dichroism"
110 768 "cross-section" "dichroism"
110 769 "cross-section" "dichroism"
110 770 "cross-section" "dichroism"
110 771 "cross-section" "dichroism"
110 772 "cross-section" "dichroism"
110 773 "cross-section" "dichroism"
110 774 "cross-section" "dichroism"
110 775 "cross-section" "dichroism"
110 776 "cross-section" "dichroism"
110 777 "cross-section" "dichroism"
110 778 "cross-section" "dichroism"
110 779 "cross-section" "dichroism"
110 780 "cross-section" "dichroism"
110 781 "cross-section" "dichroism"
110 782 "cross-section" "dichroism"
110 783 "cross-section" "dichroism"
110 784 "cross-section" "dichroism"
110 785 "cross-section" "dichroism"
110 786 "cross-section" "dichroism"
110 787 "cross-section" "dichroism"
110 788 "cross-section" "dichroism"
110 789 "cross-section" "dichroism"
110 790 "cross-section" "dichroism"
110 791 "cross-section" "dichroism"
110 792 "cross-section" "dichroism"
110 793 "cross-section" "dichroism"
110 794 "cross-section" "dichroism"
110 795 "cross-section" "dichroism"
110 796 "cross-section" "dichroism"
110 797 "cross-section" "dichroism"
110 798 "cross-section" "dichroism"
110 799 "cross-section" "dichroism"
110 800 "cross-section" "dichroism"
130 400 "cross-section" "dichroism"
130 401 "cross-section" "dichroism"
130 402 "cross-section" "dichroism"
130 403 "cross-section" "dichroism"
130 404 "cross-section" "dichroism"
130 405 "cross-section" "dichroism"
130 406 "cross-section" "dichroism"
130 407 "cross-section" "dichroism"
130 408 "cross-section" "dichroism"
130 409 "cross-section" "dichroism"
130 410 "cross-section" "dichroism"
130 411 "cross-section" "dichroism"
130 412 "cross-section" "dichroism"
130 413 "cross-section" "dichroism"
130 414 "cross-section" "dichroism"
130 415 "cross-section" "dichroism"
130 416 "cross-section" "dichroism"
130 417 "cross-section" "dichroism"
130 418 "cross-section" "dichroism"
130 419 "cross-section" "dichroism"
130 420 "cross-section" "dichroism"
130 421 "cross-section" "dichroism"
130 422 "cross-section" "dichroism"
130 423 "cross-section" "dichroism"
130 424 "cross-section" "dichroism"
130 425 "cross-section" "dichroism"
130 426 "cross-section" "dichroism"
130 427 "cross-section" "dichroism"
130 428 "cross-section" "dichroism"
130 429 "cross-section" "dichroism"
130 430 "cross-section" "dichroism"
130 431 "cross-section" "dichroism"
130 432 "cross-section" "dichroism"
130 433 "cross-section" "dichroism"
130 434 "cross-section" "dichroism"
130 435 "cross-section" "dichroism"
130 436 "cross-section" "dichroism"
