"Nq" "wavelength" "ext" "cd"
130 437 "cross-section" "dichroism"
130 438 "cross-section" "dichroism"
130 439 "cross-section" "dichroism"
130 440 "cross-section" "dichroism"
130 441 "cross-section" "dichroism"
130 442 "cross-section" "dichroism"
130 443 "cross-section" "dichroism"
130 444 "cross-section" "dichroism"
130 445 "cross-section" "dichroism"
130 446 "cross-section" "dichroism"
130 447 "cross-section" "dichroism"
130 448 "cross-section" "dichroism"
130 449 "cross-section" "dichroism"
130 450 "cross-section" "dichroism"
130 451 "cross-section" "dichroism"
130 452 "cross-section" "dichroism"
130 453 "cross-section" "dichroism"
130 454 "cross-section" "dichroism"
130 455 "cross-section" "dichroism"
130 456 "cross-section" "dichroism"
130 457 "cross-section" "dichroism"
130 458 "cross-section" "dichroism"
130 459 "cross-section" "dichroism"
130 460 "cross-section" "dichroism"
130 461 "cross-section" "dichroism"
130 462 "cross-section" "dichroism"
130 463 "cross-section" "dichroism"
130 464 "cross-section" "dichroism"
130 465 "cross-section" "dichroism"
130 466 "cross-section" "dichroism"
130 467 "cross-section" "dichroism"
130 468 "cross-section" "dichroism"
130 469 "cross-section" "dichroism"
130 470 "cross-section" "dichroism"
130 471 "cross-section" "dichroism"
130 472 "cross-section" "dichroism"
130 473 "cross-section" "dichroism"
130 474 "cross-section" "dichroism"
130 475 "cross-section" "dichroism"
130 476 "cross-section" "dichroism"
130 477 "cross-section" "dichroism"
130 478 "cross-section" "dichroism"
130 479 "cross-section" "dichroism"
130 480 "cross-section" "dichroism"
130 481 "cross-section" "dichroism"
130 482 "cross-section" "dichroism"
130 483 "cross-section" "dichroism"
130 484 "cross-section" "dichroism"
130 485 "cross-section" "dichroism"
130 486 "cross-section" "dichroism"
130 487 "cross-section" "dichroism"
130 488 "cross-section" "dichroism"
130 489 "cross-section" "dichroism"
130 490 "cross-section" "dichroism"
130 491 "cross-section" "dichroism"
130 492 "cross-section" "dichroism"
130 493 "cross-section" "dichroism"
130 494 "cross-section" "dichroism"
130 495 "cross-section" "dichroism"
130 496 "cross-section" "dichroism"
130 497 "cross-section" "dichroism"
130 498 "cross-section" "dichroism"
130 499 "cross-section" "dichroism"
130 500 "cross-section" "dichroism"
130 501 "cross-section" "dichroism"
130 502 "cross-section" "dichroism"
130 503 "cross-section" "dichroism"
130 504 "cross-section" "dichroism"
130 505 "cross-section" "dichroism"
130 506 "cross-section" "dichroism"
130 507 "cross-section" "dichroism"
130 508 "cross-section" "dichroism"
130 509 "cross-section" "dichroism"
130 510 "cross-section" "dichroism"
130 511 "cross-section" "dichroism"
130 512 "cross-section" "dichroism"
130 513 "cross-section" "dichroism"
130 514 "cross-section" "dichroism"
130 515 "cross-section" "dichroism"
130 516 "cross-section" "dichroism"
130 517 "cross-section" "dichroism"
130 518 "cross-section" "dichroism"
130 519 "cross-section" "dichroism"
130 520 "cross-section" "dichroism"
130 521 "cross-section" "dichroism"
130 522 "cross-section" "dichroism"
130 523 "cross-section" "dichroism"
130 524 "cross-section" "dichroism"
130 525 "cross-section" "dichroism"
130 526 "cross-section" "dichroism"
130 527 "cross-section" "dichroism"
130 528 "cross-section" "dichroism"
130 529 "cross-section" "dichroism"
130 530 "cross-section" "dichroism"
130 531 "cross-section" "dichroism"
130 532 "cross-section" "dichroism"
130 533 "cross-section" "dichroism"
130 534 "cross-section" "dichroism"
130 535 "cross-section" "dichroism"
130 536 "cross-section" "dichroism"
130 537 "cross-section" "dichroism"
130 538 "cross-section" "dichroism"
130 539 "cross-section" "dichroism"
130 540 "cross-section" "dichroism"
130 541 "cross-section" "dichroism"
130 542 "cross-section" "dichroism"
130 543 "cross-section" "dichroism"
130 544 "cross-section" "dichroism"
130 545 "cross-section" "dichroism"
130 546 "cross-section" "dichroism"
130 547 "cross-section" "dichroism"
130 548 "cross-section" "dichroism"
130 549 "cross-section" "dichroism"
130 550 "cross-section" "dichroism"
130 551 "cross-section" "dichroism"
130 552 "cross-section" "dichroism"
130 553 "cross-section" "dichroism"
130 554 "cross-section" "dichroism"
130 555 "cross-section" "dichroism"
130 556 "cross-section" "dichroism"
130 557 "cross-section" "dichroism"
130 558 "cross-section" "dichroism"
130 559 "cross-section" "dichroism"
130 560 "cross-section" "dichroism"
130 561 "cross-section" "dichroism"
130 562 "cross-section" "dichroism"
130 563 "cross-section" "dichroism"
130 564 "cross-section" "dichroism"
130 565 "cross-section" "dichroism"
130 566 "cross-section" "dichroism"
130 567 "cross-section" "dichroism"
130 568 "cross-section" "dichroism"
130 569 "cross-section" "dichroism"
130 570 "cross-section" "dichroism"
130 571 "cross-section" "dichroism"
130 572 "cross-section" "dichroism"
130 573 "cross-section" "dichroism"
130 574 "cross-section" "dichroism"
130 575 "cross-section" "dichroism"
130 576 "cross-section" "dichroism"
130 577 "cross-section" "dichroism"
130 578 "cross-section" "dichroism"
130 579 "cross-section" "dichroism"
130 580 "cross-section" "dichroism"
130 581 "cross-section" "dichroism"
130 582 "cross-section" "dichroism"
130 583 "cross-section" "dichroism"
130 584 "cross-section" "dichroism"
130 585 "cross-section" "dichroism"
130 586 "cross-section" "dichroism"
130 587 "cross-section" "dichroism"
130 588 "cross-section" "dichroism"
130 589 "cross-section" "dichroism"
130 590 "cross-section" "dichroism"
130 591 "cross-section" "dichroism"
130 592 "cross-section" "dichroism"
130 593 "cross-section" "dichroism"
130 594 "cross-section" "dichroism"
130 595 "cross-section" "dichroism"
130 596 "cross-section" "dichroism"
130 597 "cross-section" "dichroism"
130 598 "cross-section" "dichroism"
130 599 "cross-section" "dichroism"
130 600 "cross-section" "dichroism"
130 601 "cross-section" "dichroism"
130 602 "cross-section" "dichroism"
130 603 "cross-section" "dichroism"
130 604 "cross-section" "dichroism"
130 605 "cross-section" "dichroism"
130 606 "cross-section" "dichroism"
130 607 "cross-section" "dichroism"
130 608 "cross-section" "dichroism"
130 609 "cross-section" "dichroism"
130 610 "cross-section" "dichroism"
130 611 "cross-section" "dichroism"
130 612 "cross-section" "dichroism"
130 613 "cross-section" "dichroism"
130 614 "cross-section" "dichroism"
130 615 "cross-section" "dichroism"
130 616 "cross-section" "dichroism"
130 617 "cross-section" "dichroism"
130 618 "cross-section" "dichroism"
130 619 "cross-section" "dichroism"
130 620 "cross-section" "dichroism"
130 621 "cross-section" "dichroism"
130 622 "cross-section" "dichroism"
130 623 "cross-section" "dichroism"
130 624 "cross-section" "dichroism"
130 625 "cross-section" "dichroism"
130 626 "cross-section" "dichroism"
130 627 "cross-section" "dichroism"
130 628 "cross-section" "dichroism"
130 629 "cross-section" "dichroism"
130 630 "cross-section" "dichroism"
130 631 "cross-section" "dichroism"
130 632 "cross-section" "dichroism"
130 633 "cross-section" "dichroism"
130 634 "cross-section" "dichroism"
130 635 "cross-section" "dichroism"
130 636 "cross-section" "dichroism"
130 637 "cross-section" "dichroism"
130 638 "cross-section" "dichroism"
130 639 "cross-section" "dichroism"
130 640 "cross-section" "dichroism"
130 641 "cross-section" "dichroism"
130 642 "cross-section" "dichroism"
130 643 "cross-section" "dichroism"
130 644 "cross-section" "dichroism"
130 645 "cross-section" "dichroism"
130 646 "cross-section" "dichroism"
130 647 "cross-section" "dichroism"
130 648 "cross-section" "dichroism"
130 649 "cross-section" "dichroism"
130 650 "cross-section" "dichroism"
130 651 "cross-section" "dichroism"
130 652 "cross-section" "dichroism"
130 653 "cross-section" "dichroism"
130 654 "cross-section" "dichroism"
130 655 "cross-section" "dichroism"
130 656 "cross-section" "dichroism"
130 657 "cross-section" "dichroism"
130 658 "cross-section" "dichroism"
130 659 "cross-section" "dichroism"
130 660 "cross-section" "dichroism"
130 661 "cross-section" "dichroism"
130 662 "cross-section" "dichroism"
130 663 "cross-section" "dichroism"
130 664 "cross-section" "dichroism"
130 665 "cross-section" "dichroism"
130 666 "cross-section" "dichroism"
130 667 "cross-section" "dichroism"
130 668 "cross-section" "dichroism"
130 669 "cross-section" "dichroism"
130 670 "cross-section" "dichroism"
130 671 "cross-section" "dichroism"
130 672 "cross-section" "dichroism"
130 673 "cross-section" "dichroism"
130 674 "cross-section" "dichroism"
130 675 "cross-section" "dichroism"
130 676 "cross-section" "dichroism"
130 677 "cross-section" "dichroism"
130 678 "cross-section" "dichroism"
130 679 "cross-section" "dichroism"
130 680 "cross-section" "dichroism"
130 681 "cross-section" "dichroism"
130 682 "cross-section" "dichroism"
130 683 "cross-section" "dichroism"
130 684 "cross-section" "dichroism"
130 685 "cross-section" "dichroism"
130 686 "cross-section" "dichroism"
130 687 "cross-section" "dichroism"
130 688 "cross-section" "dichroism"
130 689 "cross-section" "dichroism"
130 690 "cross-section" "dichroism"
130 691 "cross-section" "dichroism"
130 692 "cross-section" "dichroism"
130 693 "cross-section" "dichroism"
130 694 "cross-section" "dichroism"
130 695 "cross-section" "dichroism"
130 696 "cross-section" "dichroism"
130 697 "cross-section" "dichroism"
130 698 "cross-section" "dichroism"
130 699 "cross-section" "dichroism"
130 700 "cross-section" "dichroism"
130 701 "cross-section" "dichroism"
130 702 "cross-section" "dichroism"
130 703 "cross-section" "dichroism"
130 704 "cross-section" "dichroism"
130 705 "cross-section" "dichroism"
130 706 "cross-section" "dichroism"
130 707 "cross-section" "dichroism"
130 708 "cross-section" "dichroism"
130 709 "cross-section" "dichroism"
130 710 "cross-section" "dichroism"
130 711 "cross-section" "dichroism"
130 712 "cross-section" "dichroism"
130 713 "cross-section" "dichroism"
130 714 "cross-section" "dichroism"
130 715 "cross-section" "dichroism"
130 716 "cross-section" "dichroism"
130 717 "cross-section" "dichroism"
130 718 "cross-section" "dichroism"
130 719 "cross-section" "dichroism"
130 720 "cross-section" "dichroism"
130 721 "cross-section" "dichroism"
130 722 "cross-section" "dichroism"
130 723 "cross-section" "dichroism"
130 724 "cross-section" "dichroism"
130 725 "cross-section" "dichroism"
130 726 "cross-section" "dichroism"
130 727 "cross-section" "dichroism"
130 728 "cross-section" "dichroism"
130 729 "cross-section" "dichroism"
130 730 "cross-section" "dichroism"
130 731 "cross-section" "dichroism"
130 732 "cross-section" "dichroism"
130 733 "cross-section" "dichroism"
130 734 "cross-section" "dichroism"
130 735 "cross-section" "dichroism"
130 736 "cross-section" "dichroism"
130 737 "cross-section" "dichroism"
130 738 "cross-section" "dichroism"
130 739 "cross-section" "dichroism"
130 740 "cross-section" "dichroism"
130 741 "cross-section" "dichroism"
130 742 "cross-section" "dichroism"
130 743 "cross-section" "dichroism"
130 744 "cross-section" "dichroism"
130 745 "cross-section" "dichroism"
130 746 "cross-section" "dichroism"
130 747 "cross-section" "dichroism"
130 748 "cross-section" "dichroism"
130 749 "cross-section" "dichroism"
130 750 "cross-section" "dichroism"
130 751 "cross-section" "dichroism"
130 752 "cross-section" "dichroism"
130 753 "cross-section" "dichroism"
130 754 "cross-section" "dichroism"
130 755 "cross-section" "dichroism"
130 756 "cross-section" "dichroism"
130 757 "cross-section" "dichroism"
130 758 "cross-section" "dichroism"
130 759 "cross-section" "dichroism"
130 760 "cross-section" "dichroism"
130 761 "cross-section" "dichroism"
130 762 "cross-section" "dichroism"
130 763 "cross-section" "dichroism"
130 764 "cross-section" "dichroism"
130 765 "cross-section" "dichroism"
130 766 "cross-section" "dichroism"
130 767 "cross-section" "dichroism"
130 768 "cross-section" "dichroism"
130 769 "cross-section" "dichroism"
130 770 "cross-section" "dichroism"
130 771 "cross-section" "dichroism"
130 772 "cross-section" "dichroism"
130 773 "cross-section" "dichroism"
130 774 "cross-section" "dichroism"
130 775 "cross-section" "dichroism"
130 776 "cross-section" "dichroism"
130 777 "cross-section" "dichroism"
130 778 "cross-section" "dichroism"
130 779 "cross-section" "dichroism"
130 780 "cross-section" "dichroism"
130 781 "cross-section" "dichroism"
130 782 "cross-section" "dichroism"
130 783 "cross-section" "dichroism"
130 784 "cross-section" "dichroism"
130 785 "cross-section" "dichroism"
130 786 "cross-section" "dichroism"
130 787 "cross-section" "dichroism"
130 788 "cross-section" "dichroism"
130 789 "cross-section" "dichroism"
130 790 "cross-section" "dichroism"
130 791 "cross-section" "dichroism"
130 792 "cross-section" "dichroism"
130 793 "cross-section" "dichroism"
130 794 "cross-section" "dichroism"
130 795 "cross-section" "dichroism"
130 796 "cross-section" "dichroism"
130 797 "cross-section" "dichroism"
130 798 "cross-section" "dichroism"
130 799 "cross-section" "dichroism"
130 800 "cross-section" "dichroism"
150 400 "cross-section" "dichroism"
150 401 "cross-section" "dichroism"
150 402 "cross-section" "dichroism"
150 403 "cross-section" "dichroism"
150 404 "cross-section" "dichroism"
150 405 "cross-section" "dichroism"
150 406 "cross-section" "dichroism"
150 407 "cross-section" "dichroism"
150 408 "cross-section" "dichroism"
150 409 "cross-section" "dichroism"
150 410 "cross-section" "dichroism"
150 411 "cross-section" "dichroism"
150 412 "cross-section" "dichroism"
150 413 "cross-section" "dichroism"
150 414 "cross-section" "dichroism"
150 415 "cross-section" "dichroism"
150 416 "cross-section" "dichroism"
150 417 "cross-section" "dichroism"
150 418 "cross-section" "dichroism"
150 419 "cross-section" "dichroism"
150 420 "cross-section" "dichroism"
150 421 "cross-section" "dichroism"
150 422 "cross-section" "dichroism"
150 423 "cross-section" "dichroism"
150 424 "cross-section" "dichroism"
150 425 "cross-section" "dichroism"
150 426 "cross-section" "dichroism"
150 427 "cross-section" "dichroism"
150 428 "cross-section" "dichroism"
150 429 "cross-section" "dichroism"
150 430 "cross-section" "dichroism"
150 431 "cross-section" "dichroism"
150 432 "cross-section" "dichroism"
150 433 "cross-section" "dichroism"
150 434 "cross-section" "dichroism"
150 435 "cross-section" "dichroism"
150 436 "cross-section" "dichroism"
150 437 "cross-section" "dichroism"
150 438 "cross-section" "dichroism"
150 439 "cross-section" "dichroism"
150 440 "cross-section" "dichroism"
150 441 "cross-section" "dichroism"
150 442 "cross-section" "dichroism"
150 443 "cross-section" "dichroism"
150 444 "cross-section" "dichroism"
150 445 "cross-section" "dichroism"
150 446 "cross-section" "dichroism"
150 447 "cross-section" "dichroism"
150 448 "cross-section" "dichroism"
150 449 "cross-section" "dichroism"
150 450 "cross-section" "dichroism"
150 451 "cross-section" "dichroism"
150 452 "cross-section" "dichroism"
150 453 "cross-section" "dichroism"
150 454 "cross-section" "dichroism"
150 455 "cross-section" "dichroism"
150 456 "cross-section" "dichroism"
150 457 "cross-section" "dichroism"
150 458 "cross-section" "dichroism"
150 459 "cross-section" "dichroism"
150 460 "cross-section" "dichroism"
150 461 "cross-section" "dichroism"
150 462 "cross-section" "dichroism"
150 463 "cross-section" "dichroism"
150 464 "cross-section" "dichroism"
150 465 "cross-section" "dichroism"
150 466 "cross-section" "dichroism"
150 467 "cross-section" "dichroism"
150 468 "cross-section" "dichroism"
150 469 "cross-section" "dichroism"
150 470 "cross-section" "dichroism"
150 471 "cross-section" "dichroism"
150 472 "cross-section" "dichroism"
150 473 "cross-section" "dichroism"
150 474 "cross-section" "dichroism"
150 475 "cross-section" "dichroism"
150 476 "cross-section" "dichroism"
150 477 "cross-section" "dichroism"
150 478 "cross-section" "dichroism"
150 479 "cross-section" "dichroism"
150 480 "cross-section" "dichroism"
150 481 "cross-section" "dichroism"
150 482 "cross-section" "dichroism"
150 483 "cross-section" "dichroism"
150 484 "cross-section" "dichroism"
150 485 "cross-section" "dichroism"
150 486 "cross-section" "dichroism"
150 487 "cross-section" "dichroism"
150 488 "cross-section" "dichroism"
150 489 "cross-section" "dichroism"
150 490 "cross-section" "dichroism"
150 491 "cross-section" "dichroism"
150 492 "cross-section" "dichroism"
150 493 "cross-section" "dichroism"
150 494 "cross-section" "dichroism"
150 495 "cross-section" "dichroism"
150 496 "cross-section" "dichroism"
150 497 "cross-section" "dichroism"
150 498 "cross-section" "dichroism"
150 499 "cross-section" "dichroism"
150 500 "cross-section" "dichroism"
150 501 "cross-section" "dichroism"
150 502 "cross-section" "dichroism"
150 503 "cross-section" "dichroism"
150 504 "cross-section" "dichroism"
150 505 "cross-section" "dichroism"
150 506 "cross-section" "dichroism"
150 507 "cross-section" "dichroism"
150 508 "cross-section" "dichroism"
150 509 "cross-section" "dichroism"
150 510 "cross-section" "dichroism"
150 511 "cross-section" "dichroism"
150 512 "cross-section" "dichroism"
150 513 "cross-section" "dichroism"
150 514 "cross-section" "dichroism"
150 515 "cross-section" "dichroism"
150 516 "cross-section" "dichroism"
150 517 "cross-section" "dichroism"
150 518 "cross-section" "dichroism"
150 519 "cross-section" "dichroism"
150 520 "cross-section" "dichroism"
150 521 "cross-section" "dichroism"
150 522 "cross-section" "dichroism"
150 523 "cross-section" "dichroism"
150 524 "cross-section" "dichroism"
150 525 "cross-section" "dichroism"
150 526 "cross-section" "dichroism"
150 527 "cross-section" "dichroism"
150 528 "cross-section" "dichroism"
150 529 "cross-section" "dichroism"
150 530 "cross-section" "dichroism"
150 531 "cross-section" "dichroism"
150 532 "cross-section" "dichroism"
150 533 "cross-section" "dichroism"
150 534 "cross-section" "dichroism"
150 535 "cross-section" "dichroism"
150 536 "cross-section" "dichroism"
150 537 "cross-section" "dichroism"
150 538 "cross-section" "dichroism"
150 539 "cross-section" "dichroism"
150 540 "cross-section" "dichroism"
150 541 "cross-section" "dichroism"
150 542 "cross-section" "dichroism"
150 543 "cross-section" "dichroism"
150 544 "cross-section" "dichroism"
150 545 "cross-section" "dichroism"
150 546 "cross-section" "dichroism"
150 547 "cross-section" "dichroism"
150 548 "cross-section" "dichroism"
150 549 "cross-section" "dichroism"
150 550 "cross-section" "dichroism"
150 551 "cross-section" "dichroism"
150 552 "cross-section" "dichroism"
150 553 "cross-section" "dichroism"
150 554 "cross-section" "dichroism"
150 555 "cross-section" "dichroism"
150 556 "cross-section" "dichroism"
150 557 "cross-section" "dichroism"
150 558 "cross-section" "dichroism"
150 559 "cross-section" "dichroism"
150 560 "cross-section" "dichroism"
150 561 "cross-section" "dichroism"
150 562 "cross-section" "dichroism"
150 563 "cross-section" "dichroism"
150 564 "cross-section" "dichroism"
150 565 "cross-section" "dichroism"
150 566 "cross-section" "dichroism"
150 567 "cross-section" "dichroism"
150 568 "cross-section" "dichroism"
150 569 "cross-section" "dichroism"
150 570 "cross-section" "dichroism"
150 571 "cross-section" "dichroism"
150 572 "cross-section" "dichroism"
150 573 "cross-section" "dichroism"
150 574 "cross-section" "dichroism"
150 575 "cross-section" "dichroism"
150 576 "cross-section" "dichroism"
150 577 "cross-section" "dichroism"
150 578 "cross-section" "dichroism"
150 579 "cross-section" "dichroism"
150 580 "cross-section" "dichroism"
150 581 "cross-section" "dichroism"
150 582 "cross-section" "dichroism"
150 583 "cross-section" "dichroism"
150 584 "cross-section" "dichroism"
150 585 "cross-section" "dichroism"
150 586 "cross-section" "dichroism"
150 587 "cross-section" "dichroism"
150 588 "cross-section" "dichroism"
150 589 "cross-section" "dichroism"
150 590 "cross-section" "dichroism"
150 591 "cross-section" "dichroism"
150 592 "cross-section" "dichroism"
150 593 "cross-section" "dichroism"
150 594 "cross-section" "dichroism"
150 595 "cross-section" "dichroism"
150 596 "cross-section" "dichroism"
150 597 "cross-section" "dichroism"
150 598 "cross-section" "dichroism"
150 599 "cross-section" "dichroism"
150 600 "cross-section" "dichroism"
150 601 "cross-section" "dichroism"
150 602 "cross-section" "dichroism"
150 603 "cross-section" "dichroism"
150 604 "cross-section" "dichroism"
150 605 "cross-section" "dichroism"
150 606 "cross-section" "dichroism"
150 607 "cross-section" "dichroism"
150 608 "cross-section" "dichroism"
150 609 "cross-section" "dichroism"
150 610 "cross-section" "dichroism"
150 611 "cross-section" "dichroism"
150 612 "cross-section" "dichroism"
150 613 "cross-section" "dichroism"
150 614 "cross-section" "dichroism"
150 615 "cross-section" "dichroism"
150 616 "cross-section" "dichroism"
150 617 "cross-section" "dichroism"
150 618 "cross-section" "dichroism"
150 619 "cross-section" "dichroism"
150 620 "cross-section" "dichroism"
150 621 "cross-section" "dichroism"
150 622 "cross-section" "dichroism"
150 623 "cross-section" "dichroism"
150 624 "cross-section" "dichroism"
150 625 "cross-section" "dichroism"
150 626 "cross-section" "dichroism"
150 627 "cross-section" "dichroism"
150 628 "cross-section" "dichroism"
150 629 "cross-section" "dichroism"
150 630 "cross-section" "dichroism"
150 631 "cross-section" "dichroism"
150 632 "cross-section" "dichroism"
150 633 "cross-section" "dichroism"
150 634 "cross-section" "dichroism"
150 635 "cross-section" "dichroism"
150 636 "cross-section" "dichroism"
150 637 "cross-section" "dichroism"
150 638 "cross-section" "dichroism"
150 639 "cross-section" "dichroism"
150 640 "cross-section" "dichroism"
150 641 "cross-section" "dichroism"
150 642 "cross-section" "dichroism"
150 643 "cross-section" "dichroism"
150 644 "cross-section" "dichroism"
150 645 "cross-section" "dichroism"
150 646 "cross-section" "dichroism"
150 647 "cross-section" "dichroism"
150 648 "cross-section" "dichroism"
150 649 "cross-section" "dichroism"
150 650 "cross-section" "dichroism"
150 651 "cross-section" "dichroism"
150 652 "cross-section" "dichroism"
150 653 "cross-section" "dichroism"
150 654 "cross-section" "dichroism"
150 655 "cross-section" "dichroism"
150 656 "cross-section" "dichroism"
150 657 "cross-section" "dichroism"
150 658 "cross-section" "dichroism"
150 659 "cross-section" "dichroism"
150 660 "cross-section" "dichroism"
150 661 "cross-section" "dichroism"
150 662 "cross-section" "dichroism"
150 663 "cross-section" "dichroism"
150 664 "cross-section" "dichroism"
150 665 "cross-section" "dichroism"
150 666 "cross-section" "dichroism"
150 667 "cross-section" "dichroism"
150 668 "cross-section" "dichroism"
150 669 "cross-section" "dichroism"
150 670 "cross-section" "dichroism"
150 671 "cross-section" "dichroism"
150 672 "cross-section" "dichroism"
150 673 "cross-section" "dichroism"
150 674 "cross-section" "dichroism"
150 675 "cross-section" "dichroism"
150 676 "cross-section" "dichroism"
150 677 "cross-section" "dichroism"
150 678 "cross-section" "dichroism"
150 679 "cross-section" "dichroism"
150 680 "cross-section" "dichroism"
150 681 "cross-section" "dichroism"
150 682 "cross-section" "dichroism"
150 683 "cross-section" "dichroism"
150 684 "cross-section" "dichroism"
150 685 "cross-section" "dichroism"
150 686 "cross-section" "dichroism"
150 687 "cross-section" "dichroism"
150 688 "cross-section" "dichroism"
150 689 "cross-section" "dichroism"
150 690 "cross-section" "dichroism"
150 691 "cross-section" "dichroism"
150 692 "cross-section" "dichroism"
150 693 "cross-section" "dichroism"
150 694 "cross-section" "dichroism"
150 695 "cross-section" "dichroism"
150 696 "cross-section" "dichroism"
150 697 "cross-section" "dichroism"
150 698 "cross-section" "dichroism"
150 699 "cross-section" "dichroism"
150 700 "cross-section" "dichroism"
150 701 "cross-section" "dichroism"
150 702 "cross-section" "dichroism"
150 703 "cross-section" "dichroism"
150 704 "cross-section" "dichroism"
150 705 "cross-section" "dichroism"
150 706 "cross-section" "dichroism"
150 707 "cross-section" "dichroism"
150 708 "cross-section" "dichroism"
150 709 "cross-section" "dichroism"
150 710 "cross-section" "dichroism"
150 711 "cross-section" "dichroism"
150 712 "cross-section" "dichroism"
150 713 "cross-section" "dichroism"
150 714 "cross-section" "dichroism"
150 715 "cross-section" "dichroism"
150 716 "cross-section" "dichroism"
150 717 "cross-section" "dichroism"
150 718 "cross-section" "dichroism"
150 719 "cross-section" "dichroism"
150 720 "cross-section" "dichroism"
150 721 "cross-section" "dichroism"
150 722 "cross-section" "dichroism"
150 723 "cross-section" "dichroism"
150 724 "cross-section" "dichroism"
150 725 "cross-section" "dichroism"
150 726 "cross-section" "dichroism"
150 727 "cross-section" "dichroism"
150 728 "cross-section" "dichroism"
150 729 "cross-section" "dichroism"
150 730 "cross-section" "dichroism"
150 731 "cross-section" "dichroism"
150 732 "cross-section" "dichroism"
150 733 "cross-section" "dichroism"
150 734 "cross-section" "dichroism"
150 735 "cross-section" "dichroism"
150 736 "cross-section" "dichroism"
150 737 "cross-section" "dichroism"
150 738 "cross-section" "dichroism"
150 739 "cross-section" "dichroism"
150 740 "cross-section" "dichroism"
150 741 "cross-section" "dichroism"
150 742 "cross-section" "dichroism"
150 743 "cross-section" "dichroism"
150 744 "cross-section" "dichroism"
150 745 "cross-section" "dichroism"
150 746 "cross-section" "dichroism"
150 747 "cross-section" "dichroism"
150 748 "cross-section" "dichroism"
150 749 "cross-section" "dichroism"
150 750 "cross-section" "dichroism"
150 751 "cross-section" "dichroism"
150 752 "cross-section" "dichroism"
150 753 "cross-section" "dichroism"
150 754 "cross-section" "dichroism"
150 755 "cross-section" "dichroism"
150 756 "cross-section" "dichroism"
150 757 "cross-section" "dichroism"
150 758 "cross-section" "dichroism"
150 759 "cross-section" "dichroism"
150 760 "cross-section" "dichroism"
150 761 "cross-section" "dichroism"
150 762 "cross-section" "dichroism"
150 763 "cross-section" "dichroism"
150 764 "cross-section" "dichroism"
150 765 "cross-section" "dichroism"
150 766 "cross-section" "dichroism"
150 767 "cross-section" "dichroism"
150 768 "cross-section" "dichroism"
150 769 "cross-section" "dichroism"
150 770 "cross-section" "dichroism"
150 771 "cross-section" "dichroism"
150 772 "cross-section" "dichroism"
150 773 "cross-section" "dichroism"
150 774 "cross-section" "dichroism"
150 775 "cross-section" "dichroism"
150 776 "cross-section" "dichroism"
150 777 "cross-section" "dichroism"
150 778 "cross-section" "dichroism"
150 779 "cross-section" "dichroism"
150 780 "cross-section" "dichroism"
150 781 "cross-section" "dichroism"
150 782 "cross-section" "dichroism"
150 783 "cross-section" "dichroism"
150 784 "cross-section" "dichroism"
150 785 "cross-section" "dichroism"
150 786 "cross-section" "dichroism"
150 787 "cross-section" "dichroism"
150 788 "cross-section" "dichroism"
150 789 "cross-section" "dichroism"
150 790 "cross-section" "dichroism"
150 791 "cross-section" "dichroism"
150 792 "cross-section" "dichroism"
150 793 "cross-section" "dichroism"
150 794 "cross-section" "dichroism"
150 795 "cross-section" "dichroism"
150 796 "cross-section" "dichroism"
150 797 "cross-section" "dichroism"
150 798 "cross-section" "dichroism"
150 799 "cross-section" "dichroism"
150 800 "cross-section" "dichroism"
